name,zipp time,mono time,e time,total time,poly cl,mono cl,all subst,new cl,mono win,status
DAT185^1,0.090758,0.377696,0.000325,30.654,-1,-1,2309,765,0,-1
SCT214_5,0.042249,0.113149,0.006644,0.153,-1,-1,833,111,1,1
ITP260_2,5.986735,-1.0,0.000264,35.944,-1,-1,-1,-1,0,-1
SEV500^1,0.014633,0.035490,0.000227,30.055,-1,-1,160,21,0,-1
DAT286^1,0.006442,0.012146,0.000215,35.108,-1,-1,14,4,0,-1
LCL790_5,0.100169,-1.0,0.000290,29.904,-1,-1,-1,-1,0,-1
ITP252^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT120^1,0.067358,0.225715,0.008663,7.255,-1,-1,1815,384,1,1
DAT208^1,0.088869,0.388053,0.043205,0.838,-1,-1,3984,719,1,1
ITP259_2,3.921234,-1.0,0.000232,33.838,-1,-1,-1,-1,0,-1
ITP278^4,2.496922,-1.0,0.000240,32.273,-1,-1,-1,-1,0,-1
DAT249^1,0.128367,0.458634,0.000375,30.808,-1,-1,3139,878,0,-1
NUM937_5,0.031206,0.067733,0.000477,30.195,-1,-1,200,50,0,-1
SWW469_5,0.041111,0.137964,0.000246,30.090,-1,-1,280,56,0,-1
DAT220^1,0.095499,-1.0,0.000279,30.112,-1,-1,-1,-1,0,-1
NUM938_5,0.024798,0.055163,0.000247,30.200,-1,-1,200,50,0,-1
LCL766_5,0.097159,-1.0,0.000278,29.916,-1,-1,-1,-1,0,-1
COM152^1,0.128496,0.319576,0.000333,30.465,-1,-1,1759,193,0,-1
SCT199_5,0.112103,-1.0,0.000273,21.681,-1,-1,-1,-1,0,1
ITP219_2,4.966674,-1.0,0.000269,25.504,-1,-1,-1,-1,0,1
ANA094^1,0.008941,0.014818,0.000233,40.755,-1,-1,4,1,0,-1
SCT236_5,0.128547,-1.0,0.000290,30.260,-1,-1,-1,-1,0,-1
SWW475^2,0.191789,0.208375,0.000261,30.511,-1,-1,0,0,0,-1
SCT194_5,0.075710,-1.0,0.000319,31.932,-1,-1,-1,-1,0,-1
ITP237_2,5.522789,-1.0,0.000282,36.050,-1,-1,-1,-1,0,-1
LCL833_5,0.075653,7.969542,0.000218,38.116,-1,-1,12184,53,0,-1
DAT174^1,0.071331,0.299149,0.000260,30.526,-1,-1,1936,604,0,-1
ITP129^2,0.073482,0.205898,0.000242,40.723,-1,-1,888,222,0,-1
SWW475_5,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT235^1,0.115509,0.226158,0.000213,30.420,-1,-1,979,199,0,-1
COM088_5,0.070101,-1.0,0.000280,28.240,-1,-1,-1,-1,0,1
ITP003_3,0.032597,0.326867,0.000262,30.531,-1,-1,4877,187,0,-1
SWV731_5,0.054301,0.124966,0.000306,30.255,-1,-1,1029,50,0,-1
COM209^1,0.130420,1.324795,0.000341,31.626,-1,-1,21260,622,0,-1
SWW475^1,0.113922,0.128157,0.000276,30.330,-1,-1,0,0,0,-1
DAT283^1,0.008968,0.015202,0.000212,35.388,-1,-1,4,0,0,-1
DAT150^1,0.083349,10.649329,0.000240,35.889,-1,-1,50225,1506,0,-1
LCL746_5,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT223^1,0.149275,-1.0,0.000287,30.958,-1,-1,-1,-1,0,-1
COM030_5,0.039203,0.200599,0.000334,30.326,-1,-1,1497,84,0,-1
DAT279^1,0.006247,0.011206,0.000198,31.333,-1,-1,4,0,0,-1
ITP025^3,0.027312,0.044381,0.000260,30.158,-1,-1,130,21,0,-1
ITP052^2,0.140734,0.624847,0.000234,30.024,-1,-1,4474,763,0,-1
ITP009_7,1.332403,-1.0,0.000218,35.194,-1,-1,-1,-1,0,-1
